Order_ID,Order_Date,Customer_ID,Region,Category,Product,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Profit_Margin,Year,Month,Month_Name,Year_Month
2014,2025-04-10,C1587,West,Electronics,Laptop,7,636.68,0.1,4011.08,3037.82,973.26,0.242642879224548,2025,4,Apr,2025-04
2015,2024-08-20,C1360,West,Accessories,Mouse,1,25.78,0.15,21.91,16.38,5.53,0.2523961661341853,2024,8,Aug,2024-08
2016,2024-06-24,C1269,Central,Electronics,Monitor,5,233.58,0.05,1109.51,935.33,174.18,0.1569882200250561,2024,6,Jun,2024-06
2017,2025-03-21,C1174,South,Office Supplies,Pen Set,6,9.23,0.0,55.38,38.75,16.63,0.3002889129649693,2025,3,Mar,2025-03
2018,2024-11-25,C1246,West,Electronics,Smartphone,7,449.05,0.15,2671.85,2224.55,447.3,0.16741209274472746,2024,11,Nov,2024-11
2019,2025-05-01,C1548,North,Electronics,Headphones,6,82.86,0.0,497.16,329.82,167.34,0.3365918416606324,2025,5,May,2025-05
2020,2024-01-06,C1226,East,Furniture,Desk,6,245.23,0.1,1324.24,1103.91,220.33,0.1663822267866852,2024,1,Jan,2024-01
2021,2024-02-28,C1333,West,Electronics,Monitor,2,225.06,0.05,427.61,366.84,60.77,0.14211547905802016,2024,2,Feb,2024-02
2022,2024-10-03,C1308,East,Electronics,Monitor,3,228.83,0.0,686.49,401.94,284.55,0.41449984704802695,2024,10,Oct,2024-10
2023,2024-06-22,C1349,North,Furniture,Table Lamp,5,53.25,0.05,252.94,184.32,68.62,0.271289633905274,2024,6,Jun,2024-06
2024,2024-03-07,C1423,East,Furniture,Table Lamp,2,55.8,0.05,106.02,69.19,36.83,0.3473872854178457,2024,3,Mar,2024-03
2025,2025-04-01,C1023,North,Electronics,Laptop,4,684.92,0.1,2465.71,1836.92,628.79,0.2550137688535959,2025,4,Apr,2025-04
2026,2025-06-08,C1266,West,Accessories,Keyboard,1,37.36,0.1,33.62,22.16,11.46,0.34086853063652595,2025,6,Jun,2025-06
2027,2025-01-12,C1315,West,Electronics,Smartphone,1,502.65,0.0,502.65,357.46,145.19,0.2888490997712126,2025,1,Jan,2025-01
2028,2025-06-08,C1106,North,Office Supplies,Notebook,2,8.36,0.1,15.05,12.6,2.45,0.16279069767441862,2025,6,Jun,2025-06
2029,2024-07-09,C1052,Central,Electronics,Headphones,3,93.7,0.1,252.99,187.17,65.82,0.26016838610221743,2024,7,Jul,2024-07
2030,2025-07-27,C1495,South,Accessories,Mouse,5,22.79,0.0,113.95,89.51,24.44,0.21448003510311542,2025,7,Jul,2025-07
2031,2024-02-26,C1023,North,Office Supplies,Printer Paper,2,12.35,0.05,23.46,15.7,7.76,0.3307757885763001,2024,2,Feb,2024-02
2032,2025-07-27,C1113,West,Accessories,USB Hub,1,30.84,0.05,29.3,18.14,11.16,0.38088737201365186,2025,7,Jul,2025-07
2033,2024-06-14,C1456,East,Electronics,Headphones,4,98.85,0.05,375.63,306.8,68.83,0.1832388254399276,2024,6,Jun,2024-06
2034,2024-11-18,C1124,North,Accessories,Backpack,4,44.03,0.0,176.12,113.5,62.62,0.3555530320236202,2024,11,Nov,2024-11
2035,2024-03-26,C1389,Central,Accessories,USB Hub,1,28.23,0.05,26.82,17.78,9.04,0.33706189410887394,2024,3,Mar,2024-03
2036,2025-07-29,C1087,Central,Accessories,Keyboard,6,35.68,0.1,192.67,149.29,43.38,0.22515181398245707,2025,7,Jul,2025-07
2037,2025-01-19,C1397,West,Office Supplies,Stapler,7,15.93,0.0,111.51,77.82,33.69,0.3021253699219801,2025,1,Jan,2025-01
2038,2025-04-25,C1183,North,Electronics,Laptop,4,704.43,0.15,2395.06,2240.71,154.35,0.0644451495995925,2025,4,Apr,2025-04
2039,2025-01-25,C1558,Central,Furniture,Desk,2,245.11,0.1,441.2,315.77,125.43,0.2842928377153219,2025,1,Jan,2025-01
2040,2025-01-28,C1549,East,Electronics,Headphones,6,96.73,0.05,551.36,416.09,135.27,0.2453387986070807,2025,1,Jan,2025-01
2041,2024-01-03,C1219,North,Electronics,Laptop,4,670.82,0.05,2549.12,2068.03,481.09,0.1887278747175496,2024,1,Jan,2024-01
2042,2025-10-19,C1354,Central,Furniture,Office Chair,2,165.99,0.1,298.78,215.56,83.22,0.2785326996452239,2025,10,Oct,2025-10
2043,2024-04-09,C1531,North,Electronics,Headphones,2,93.75,0.1,168.75,138.47,30.28,0.17943703703703703,2024,4,Apr,2024-04
2044,2024-12-01,C1464,North,Electronics,Smartphone,3,464.77,0.0,1394.31,1132.16,262.15,0.1880141431962763,2024,12,Dec,2024-12
2045,2024-05-20,C1439,North,Furniture,Table Lamp,2,56.99,0.1,102.58,81.23,21.35,0.20813023981282902,2024,5,May,2024-05
2046,2024-02-26,C1202,South,Furniture,Desk,2,262.41,0.05,498.58,392.9,105.68,0.2119619720004814,2024,2,Feb,2024-02
2047,2024-06-27,C1378,East,Electronics,Smartphone,2,512.83,0.05,974.38,711.88,262.5,0.2694020813235083,2024,6,Jun,2024-06
2048,2024-12-13,C1508,East,Furniture,Table Lamp,1,54.86,0.0,54.86,34.38,20.48,0.37331388990156766,2024,12,Dec,2024-12
2049,2024-08-15,C1018,West,Electronics,Laptop,7,606.59,0.15,3609.21,3138.6,470.61,0.13039141529586806,2024,8,Aug,2024-08
2050,2025-03-20,C1133,East,Furniture,Office Chair,2,171.78,0.1,309.2,232.36,76.84,0.24851228978007764,2025,3,Mar,2025-03
2051,2025-03-24,C1173,West,Electronics,Smartphone,6,469.95,0.0,2819.7,2300.76,518.94,0.18404085541015006,2025,3,Mar,2025-03
2052,2024-07-11,C1578,North,Furniture,Desk,1,276.51,0.1,248.86,196.49,52.37,0.21043960459696212,2024,7,Jul,2024-07
2053,2024-07-27,C1009,West,Electronics,Headphones,4,84.56,0.1,304.42,262.69,41.73,0.1370803495171145,2024,7,Jul,2024-07
2054,2025-09-04,C1595,West,Electronics,Laptop,6,626.69,0.15,3196.12,2920.9,275.22,0.08611065917424879,2025,9,Sep,2025-09
2055,2025-02-18,C1035,North,Accessories,Mouse,5,23.09,0.15,98.13,73.39,24.74,0.25211454193416893,2025,2,Feb,2025-02
2056,2025-05-19,C1274,West,Electronics,Monitor,6,223.82,0.05,1275.77,973.9,301.87,0.23661788566904693,2025,5,May,2025-05
2057,2025-06-22,C1176,East,Electronics,Laptop,3,594.47,0.1,1605.07,1436.16,168.91,0.10523528568847465,2025,6,Jun,2025-06
2058,2025-07-19,C1585,Central,Electronics,Smartphone,3,476.3,0.0,1428.9,1150.43,278.47,0.19488417663937296,2025,7,Jul,2025-07
2059,2025-08-19,C1299,West,Office Supplies,Stapler,4,15.77,0.0,63.08,42.06,21.02,0.3332276474318326,2025,8,Aug,2025-08
2060,2025-06-05,C1084,West,Electronics,Headphones,1,96.43,0.1,86.79,62.2,24.59,0.2833275723009563,2025,6,Jun,2025-06
2061,2024-07-27,C1079,East,Electronics,Monitor,2,213.8,0.0,427.6,287.35,140.25,0.3279934518241347,2024,7,Jul,2024-07
2062,2024-12-07,C1111,North,Office Supplies,Printer Paper,5,11.23,0.05,53.34,39.84,13.5,0.25309336332958376,2024,12,Dec,2024-12
2063,2025-09-07,C1433,West,Office Supplies,Pen Set,5,9.85,0.15,41.86,31.18,10.68,0.25513616817964646,2025,9,Sep,2025-09
2064,2025-07-22,C1164,East,Office Supplies,Stapler,3,13.96,0.2,33.5,34.2,-0.7,-0.0208955223880597,2025,7,Jul,2025-07
2065,2025-07-16,C1519,Central,Office Supplies,Notebook,6,8.27,0.15,42.18,37.1,5.08,0.1204362256993836,2025,7,Jul,2025-07
2066,2024-01-11,C1249,West,Office Supplies,Stapler,4,15.81,0.0,63.24,37.4,25.84,0.4086021505376344,2024,1,Jan,2024-01
2067,2025-09-30,C1541,Central,Furniture,Bookshelf,2,141.74,0.0,283.48,228.55,54.93,0.1937702836178919,2025,9,Sep,2025-09
2068,2024-02-19,C1336,North,Office Supplies,Pen Set,1,10.44,0.05,9.92,6.87,3.05,0.3074596774193548,2024,2,Feb,2024-02
2069,2025-10-27,C1515,South,Accessories,Keyboard,7,38.05,0.05,253.03,198.64,54.39,0.21495474844880053,2025,10,Oct,2025-10
2070,2025-03-18,C1262,Central,Office Supplies,Notebook,5,8.19,0.1,36.85,31.82,5.03,0.13649932157394845,2025,3,Mar,2025-03
2071,2025-07-27,C1600,West,Electronics,Headphones,4,84.14,0.2,269.25,220.35,48.9,0.18161559888579387,2025,7,Jul,2025-07
2072,2025-05-15,C1240,North,Office Supplies,Stapler,4,15.54,0.05,59.05,46.69,12.36,0.20931414055884842,2025,5,May,2025-05
2073,2025-02-21,C1551,West,Accessories,Mouse,5,26.56,0.15,112.88,95.73,17.15,0.15193125442948263,2025,2,Feb,2025-02
2074,2024-08-15,C1219,West,Electronics,Laptop,5,689.33,0.0,3446.65,2466.86,979.79,0.28427313478305016,2024,8,Aug,2024-08
2075,2025-12-21,C1408,East,Accessories,Mouse,3,27.17,0.1,73.36,53.6,19.76,0.26935659760087244,2025,12,Dec,2025-12
2076,2025-09-28,C1078,North,Office Supplies,Printer Paper,3,11.16,0.1,30.13,22.99,7.14,0.2369731164951875,2025,9,Sep,2025-09
2077,2025-04-25,C1536,West,Electronics,Monitor,7,210.82,0.0,1475.74,1157.3,318.44,0.2157832680553485,2025,4,Apr,2025-04
2078,2025-04-05,C1340,North,Furniture,Desk,3,264.58,0.2,634.99,509.24,125.75,0.19803461471834202,2025,4,Apr,2025-04
2079,2025-05-30,C1126,North,Office Supplies,Pen Set,5,9.68,0.15,41.14,31.86,9.28,0.22557122022362663,2025,5,May,2025-05
2080,2024-07-24,C1489,West,Furniture,Desk,4,242.73,0.15,825.28,565.39,259.89,0.31491130283055446,2024,7,Jul,2024-07
2081,2025-12-21,C1482,West,Furniture,Office Chair,3,174.55,0.05,497.47,365.74,131.73,0.2647998874303978,2025,12,Dec,2025-12
2082,2024-08-06,C1125,North,Electronics,Laptop,7,662.05,0.1,4170.92,3228.7,942.22,0.22590219903522485,2024,8,Aug,2024-08
2083,2025-07-18,C1530,South,Office Supplies,Printer Paper,4,10.97,0.0,43.88,28.87,15.01,0.34206927985414765,2025,7,Jul,2025-07
2084,2025-11-06,C1289,West,Furniture,Office Chair,5,167.19,0.15,710.56,525.86,184.7,0.25993582526458003,2025,11,Nov,2025-11
2085,2024-02-19,C1535,Central,Office Supplies,Stapler,4,16.01,0.0,64.04,43.42,20.62,0.32198625858838226,2024,2,Feb,2024-02
2086,2025-01-10,C1575,West,Office Supplies,Stapler,5,14.21,0.15,60.39,48.44,11.95,0.1978804437820831,2025,1,Jan,2025-01
2087,2024-01-29,C1012,Central,Electronics,Smartphone,3,467.34,0.05,1331.92,826.34,505.58,0.3795873626043606,2024,1,Jan,2024-01
2088,2025-05-30,C1226,Central,Electronics,Laptop,5,633.22,0.0,3166.1,1967.52,1198.58,0.37856669088152617,2025,5,May,2025-05
2089,2025-01-05,C1454,West,Office Supplies,Notebook,5,7.65,0.0,38.25,24.12,14.13,0.3694117647058824,2025,1,Jan,2025-01
2090,2024-06-14,C1121,Central,Accessories,Backpack,7,41.76,0.0,292.32,189.28,103.04,0.35249042145593873,2024,6,Jun,2024-06
2091,2024-09-15,C1386,West,Office Supplies,Printer Paper,4,10.94,0.1,39.38,31.21,8.17,0.20746571863890298,2024,9,Sep,2024-09
2092,2024-10-24,C1214,North,Electronics,Monitor,5,209.65,0.1,943.42,686.17,257.25,0.2726781285111615,2024,10,Oct,2024-10
2093,2024-04-07,C1165,East,Furniture,Desk,5,281.82,0.05,1338.64,916.4,422.24,0.31542461005199307,2024,4,Apr,2024-04
2094,2024-04-25,C1061,North,Office Supplies,Notebook,6,7.58,0.05,43.21,36.82,6.39,0.14788243462161535,2024,4,Apr,2024-04
2095,2025-08-11,C1393,East,Electronics,Headphones,6,90.39,0.1,488.11,382.32,105.79,0.21673393292495544,2025,8,Aug,2025-08
2096,2024-02-16,C1249,East,Accessories,USB Hub,2,30.79,0.0,61.58,44.12,17.46,0.2835336148100033,2024,2,Feb,2024-02
2097,2024-05-10,C1191,Central,Accessories,USB Hub,7,30.18,0.1,190.13,133.41,56.72,0.29832220059958975,2024,5,May,2024-05
2098,2025-07-31,C1375,North,Office Supplies,Printer Paper,4,12.26,0.15,41.68,36.37,5.31,0.12739923224568137,2025,7,Jul,2025-07
2099,2025-12-01,C1230,East,Furniture,Office Chair,5,184.4,0.15,783.7,543.04,240.66,0.30708179150185017,2025,12,Dec,2025-12
2100,2025-11-09,C1235,North,Furniture,Table Lamp,6,55.06,0.15,280.81,247.32,33.49,0.11926213453936826,2025,11,Nov,2025-11
2101,2025-10-04,C1304,South,Electronics,Smartphone,7,473.16,0.0,3312.12,2613.6,698.52,0.21089815586391797,2025,10,Oct,2025-10
2102,2024-10-31,C1349,West,Accessories,Keyboard,6,31.71,0.05,180.75,117.2,63.55,0.3515905947441217,2024,10,Oct,2024-10
2103,2024-09-11,C1442,North,Office Supplies,Pen Set,7,9.3,0.15,55.34,46.62,8.72,0.15757137694253703,2024,9,Sep,2024-09
2104,2024-02-07,C1394,South,Accessories,USB Hub,1,27.14,0.1,24.43,16.88,7.55,0.30904625460499385,2024,2,Feb,2024-02
2105,2024-02-19,C1130,North,Furniture,Office Chair,2,177.68,0.2,284.29,253.81,30.48,0.10721446410355623,2024,2,Feb,2024-02
2106,2024-12-19,C1172,North,Electronics,Smartphone,3,486.9,0.0,1460.7,1185.39,275.31,0.1884781269254467,2024,12,Dec,2024-12
2107,2025-09-04,C1522,North,Electronics,Smartphone,1,438.7,0.1,394.83,313.06,81.77,0.20710179064407466,2025,9,Sep,2025-09
2108,2024-07-05,C1565,South,Accessories,USB Hub,7,30.43,0.15,181.06,168.07,12.99,0.0717441732022534,2024,7,Jul,2024-07
2109,2024-06-08,C1365,Central,Accessories,Keyboard,6,37.66,0.05,214.66,184.19,30.47,0.14194540203111897,2024,6,Jun,2024-06
2110,2025-11-29,C1029,North,Furniture,Bookshelf,4,129.26,0.1,465.34,370.61,94.73,0.20357158206902481,2025,11,Nov,2025-11
2111,2025-05-25,C1292,East,Accessories,Keyboard,3,36.41,0.1,98.31,78.05,20.26,0.20608279930831047,2025,5,May,2025-05
2112,2024-11-07,C1057,East,Furniture,Desk,4,246.97,0.15,839.7,648.03,191.67,0.22826009289031796,2024,11,Nov,2024-11
2113,2024-04-22,C1090,North,Accessories,USB Hub,7,32.33,0.1,203.68,151.93,51.75,0.25407501963864887,2024,4,Apr,2024-04
2114,2025-10-24,C1487,Central,Accessories,Backpack,2,44.79,0.0,89.58,61.23,28.35,0.31647689216342934,2025,10,Oct,2025-10
2115,2025-06-09,C1576,Central,Furniture,Office Chair,3,179.23,0.2,430.15,325.28,104.87,0.24379867488085555,2025,6,Jun,2025-06
2116,2025-10-31,C1082,West,Furniture,Desk,2,263.01,0.2,420.82,376.51,44.31,0.10529442516990638,2025,10,Oct,2025-10
2117,2025-06-07,C1068,East,Furniture,Bookshelf,5,133.08,0.0,665.4,417.53,247.87,0.3725127742711151,2025,6,Jun,2025-06
2118,2025-07-09,C1384,South,Furniture,Office Chair,3,197.56,0.05,563.05,406.29,156.76,0.2784122191634846,2025,7,Jul,2025-07
2119,2024-10-03,C1017,South,Electronics,Laptop,1,677.19,0.1,609.47,532.56,76.91,0.12619160910299113,2024,10,Oct,2024-10
2120,2025-08-07,C1259,North,Furniture,Desk,4,279.96,0.1,1007.86,833.89,173.97,0.1726132597781438,2025,8,Aug,2025-08
2121,2025-04-26,C1480,Central,Office Supplies,Stapler,2,13.64,0.1,24.55,21.92,2.63,0.10712830957230142,2025,4,Apr,2025-04
2122,2024-05-11,C1391,Central,Office Supplies,Notebook,4,7.76,0.0,31.04,22.35,8.69,0.27996134020618557,2024,5,May,2024-05
2123,2024-05-22,C1494,North,Furniture,Bookshelf,2,133.38,0.1,240.08,169.51,70.57,0.2939436854381872,2024,5,May,2024-05
2124,2025-07-06,C1176,Central,Electronics,Monitor,3,212.35,0.05,605.2,468.19,137.01,0.22638797091870452,2025,7,Jul,2025-07
2125,2024-02-21,C1536,East,Accessories,Backpack,5,45.67,0.1,205.52,142.28,63.24,0.30770727909692486,2024,2,Feb,2024-02
2126,2024-12-07,C1150,South,Accessories,Keyboard,3,38.07,0.05,108.5,87.87,20.63,0.19013824884792627,2024,12,Dec,2024-12
2127,2025-08-05,C1292,West,Electronics,Monitor,6,205.25,0.05,1169.92,923.02,246.9,0.21104007111597373,2025,8,Aug,2025-08
2128,2024-06-02,C1598,Central,Accessories,Keyboard,7,36.15,0.0,253.05,194.43,58.62,0.23165382335506815,2024,6,Jun,2024-06
2129,2024-08-01,C1170,South,Electronics,Headphones,5,91.77,0.05,435.91,309.07,126.84,0.29097749535454565,2024,8,Aug,2024-08
2130,2025-12-21,C1179,South,Electronics,Smartphone,7,440.4,0.1,2774.52,1803.01,971.51,0.3501542609172037,2025,12,Dec,2025-12
2131,2025-04-01,C1192,West,Office Supplies,Pen Set,1,9.83,0.1,8.85,6.58,2.27,0.25649717514124293,2025,4,Apr,2025-04
2132,2025-03-12,C1319,North,Accessories,Keyboard,6,35.47,0.05,202.18,171.05,31.13,0.15397170837867247,2025,3,Mar,2025-03
2133,2024-08-17,C1111,West,Electronics,Laptop,3,656.72,0.15,1674.64,1434.08,240.56,0.14364878421630917,2024,8,Aug,2024-08
2134,2025-03-03,C1331,West,Office Supplies,Printer Paper,2,12.73,0.1,22.91,20.75,2.16,0.09428197293758185,2025,3,Mar,2025-03
2135,2025-08-09,C1209,North,Electronics,Smartphone,7,513.1,0.15,3052.94,2306.12,746.82,0.24462321565441839,2025,8,Aug,2025-08
2136,2025-10-05,C1167,South,Accessories,Mouse,1,24.58,0.1,22.12,17.98,4.14,0.18716094032549727,2025,10,Oct,2025-10
2137,2025-10-24,C1569,North,Accessories,Mouse,6,25.91,0.0,155.46,106.61,48.85,0.3142287405120288,2025,10,Oct,2025-10
2138,2024-08-02,C1026,Central,Accessories,Mouse,1,25.75,0.05,24.46,16.92,7.54,0.3082583810302535,2024,8,Aug,2024-08
2139,2025-03-10,C1221,East,Electronics,Monitor,4,206.45,0.1,743.22,535.96,207.26,0.27886763004224857,2025,3,Mar,2025-03
2140,2025-07-20,C1484,East,Accessories,Backpack,6,43.15,0.0,258.9,184.83,74.07,0.2860950173812283,2025,7,Jul,2025-07
2141,2024-04-17,C1321,North,Office Supplies,Stapler,2,15.13,0.05,28.75,20.34,8.41,0.2925217391304348,2024,4,Apr,2024-04
2142,2025-12-19,C1458,West,Office Supplies,Printer Paper,2,11.66,0.1,20.99,13.62,7.37,0.3511195807527394,2025,12,Dec,2025-12
2143,2025-07-30,C1468,North,Office Supplies,Notebook,3,8.02,0.2,19.25,19.63,-0.38,-0.019740259740259742,2025,7,Jul,2025-07
2144,2025-03-01,C1046,East,Furniture,Desk,6,247.55,0.05,1411.04,1167.17,243.87,0.17282996938428394,2025,3,Mar,2025-03
2145,2024-06-19,C1435,South,Office Supplies,Printer Paper,6,10.81,0.0,64.86,42.76,22.1,0.3407338883749615,2024,6,Jun,2024-06
2146,2025-06-21,C1066,Central,Electronics,Laptop,6,684.26,0.0,4105.56,3282.94,822.62,0.2003673067742281,2025,6,Jun,2025-06
2147,2025-01-31,C1524,East,Electronics,Monitor,6,221.03,0.0,1326.18,1003.0,323.18,0.24369240977846143,2025,1,Jan,2025-01
2148,2025-04-03,C1289,West,Furniture,Bookshelf,6,134.66,0.0,807.96,588.23,219.73,0.27195653250160895,2025,4,Apr,2025-04
2149,2025-06-16,C1174,North,Accessories,Keyboard,5,34.37,0.15,146.07,115.59,30.48,0.2086670774286301,2025,6,Jun,2025-06
2150,2025-06-17,C1184,East,Furniture,Bookshelf,7,132.68,0.15,789.45,583.09,206.36,0.2613971752485908,2025,6,Jun,2025-06
2151,2025-10-18,C1357,Central,Electronics,Laptop,2,686.23,0.1,1235.21,981.78,253.43,0.2051715902559079,2025,10,Oct,2025-10
2152,2024-01-01,C1210,Central,Office Supplies,Stapler,1,16.35,0.1,14.72,11.44,3.28,0.22282608695652173,2024,1,Jan,2024-01
2153,2024-05-29,C1009,East,Office Supplies,Pen Set,1,9.89,0.1,8.9,7.15,1.75,0.19662921348314605,2024,5,May,2024-05
2154,2024-01-05,C1103,West,Accessories,USB Hub,5,30.97,0.05,147.11,115.66,31.45,0.2137856026102916,2024,1,Jan,2024-01
2155,2024-02-29,C1120,West,Furniture,Table Lamp,7,51.23,0.0,358.61,267.6,91.01,0.25378544937397174,2024,2,Feb,2024-02
2156,2024-06-04,C1130,Central,Accessories,Keyboard,4,34.36,0.15,116.82,107.64,9.18,0.07858243451463791,2024,6,Jun,2024-06
2157,2024-02-24,C1116,North,Office Supplies,Pen Set,3,10.35,0.2,24.84,23.62,1.22,0.04911433172302737,2024,2,Feb,2024-02
2158,2025-06-25,C1271,West,Electronics,Headphones,5,86.99,0.05,413.2,341.6,71.6,0.1732817037754114,2025,6,Jun,2025-06
2159,2024-10-30,C1580,South,Furniture,Table Lamp,7,53.66,0.05,356.84,291.39,65.45,0.1834155363748459,2024,10,Oct,2024-10
2160,2025-03-26,C1349,East,Accessories,Mouse,2,24.27,0.15,41.26,36.59,4.67,0.11318468250121183,2025,3,Mar,2025-03
2161,2025-06-05,C1328,South,Office Supplies,Printer Paper,4,11.31,0.05,42.98,27.05,15.93,0.37063750581665894,2025,6,Jun,2025-06
2162,2025-11-09,C1584,Central,Electronics,Laptop,1,669.56,0.2,535.65,496.51,39.14,0.0730701017455428,2025,11,Nov,2025-11
2163,2024-09-26,C1004,East,Furniture,Bookshelf,3,138.9,0.15,354.2,247.97,106.23,0.29991530208921513,2024,9,Sep,2024-09
2164,2025-04-23,C1175,East,Furniture,Table Lamp,2,59.18,0.0,118.36,81.16,37.2,0.3142953700574519,2025,4,Apr,2025-04
2165,2024-06-07,C1013,East,Office Supplies,Pen Set,7,9.48,0.1,59.72,45.6,14.12,0.2364367046215673,2024,6,Jun,2024-06
2166,2025-07-20,C1272,North,Electronics,Monitor,7,240.33,0.05,1598.19,1186.59,411.6,0.2575413436449984,2025,7,Jul,2025-07
2167,2024-01-14,C1243,North,Accessories,Mouse,4,24.08,0.1,86.69,59.59,27.1,0.3126081439612412,2024,1,Jan,2024-01
2168,2025-10-31,C1249,West,Furniture,Bookshelf,7,126.74,0.15,754.1,610.51,143.59,0.1904124121469301,2025,10,Oct,2025-10
2169,2025-01-14,C1240,West,Furniture,Office Chair,2,179.68,0.0,359.36,216.31,143.05,0.39806878895814785,2025,1,Jan,2025-01
2170,2025-11-09,C1523,South,Electronics,Laptop,7,628.69,0.15,3740.71,3228.18,512.53,0.13701409625445435,2025,11,Nov,2025-11
2171,2025-05-22,C1558,West,Electronics,Headphones,4,90.18,0.1,324.65,287.39,37.26,0.11476975204065917,2025,5,May,2025-05
2172,2024-08-29,C1302,East,Office Supplies,Pen Set,6,9.65,0.05,55.0,36.12,18.88,0.34327272727272723,2024,8,Aug,2024-08
2173,2024-06-18,C1240,West,Electronics,Smartphone,3,513.65,0.1,1386.85,911.56,475.29,0.34271190107077193,2024,6,Jun,2024-06
2174,2025-08-20,C1027,West,Electronics,Laptop,6,597.57,0.1,3226.88,2480.81,746.07,0.23120475505751686,2025,8,Aug,2025-08
2175,2025-04-01,C1272,Central,Office Supplies,Notebook,3,8.77,0.2,21.05,19.39,1.66,0.07885985748218527,2025,4,Apr,2025-04
2176,2025-06-30,C1575,North,Electronics,Headphones,5,94.93,0.1,427.19,321.21,105.98,0.248086331608886,2025,6,Jun,2025-06
2177,2024-11-21,C1459,West,Accessories,USB Hub,2,30.61,0.1,55.1,50.18,4.92,0.08929219600725953,2024,11,Nov,2024-11
2178,2024-07-20,C1124,East,Furniture,Office Chair,1,163.71,0.0,163.71,117.45,46.26,0.28257284222100054,2024,7,Jul,2024-07
2179,2024-03-20,C1371,North,Electronics,Smartphone,3,487.79,0.2,1170.7,1134.91,35.79,0.030571452976851453,2024,3,Mar,2024-03
2180,2024-11-18,C1467,Central,Furniture,Desk,1,272.13,0.05,258.52,194.84,63.68,0.2463252359585332,2024,11,Nov,2024-11
2181,2025-03-03,C1004,North,Office Supplies,Pen Set,2,9.79,0.0,19.58,13.78,5.8,0.296220633299285,2025,3,Mar,2025-03
2182,2025-03-14,C1571,Central,Office Supplies,Stapler,7,14.93,0.0,104.51,76.17,28.34,0.2711702229451727,2025,3,Mar,2025-03
2183,2024-07-03,C1077,Central,Electronics,Monitor,5,237.23,0.0,1186.15,955.85,230.3,0.19415756860430805,2024,7,Jul,2024-07
2184,2024-10-22,C1227,Central,Accessories,Keyboard,7,31.54,0.1,198.7,139.47,59.23,0.2980875691997987,2024,10,Oct,2024-10
2185,2024-03-03,C1130,West,Electronics,Smartphone,3,454.02,0.1,1225.85,841.55,384.3,0.31349675735204147,2024,3,Mar,2024-03
2186,2025-01-28,C1379,West,Furniture,Table Lamp,3,60.49,0.05,172.4,137.87,34.53,0.20029002320185615,2025,1,Jan,2025-01
2187,2025-06-27,C1576,East,Accessories,USB Hub,2,31.98,0.0,63.96,45.56,18.4,0.2876797998749218,2025,6,Jun,2025-06
2188,2025-08-05,C1337,Central,Electronics,Headphones,5,91.39,0.05,434.1,324.77,109.33,0.25185441142593873,2025,8,Aug,2025-08
2189,2025-05-10,C1214,North,Electronics,Headphones,3,93.3,0.1,251.91,194.69,57.22,0.22714461514032788,2025,5,May,2025-05
2190,2025-07-29,C1225,North,Accessories,USB Hub,4,30.46,0.0,121.84,92.29,29.55,0.2425311884438608,2025,7,Jul,2025-07
2191,2025-09-09,C1414,Central,Accessories,Keyboard,6,33.8,0.1,182.52,141.63,40.89,0.22403024326101248,2025,9,Sep,2025-09
2192,2024-12-20,C1036,Central,Furniture,Table Lamp,6,57.11,0.05,325.53,268.31,57.22,0.17577489017909256,2024,12,Dec,2024-12
2193,2024-08-29,C1508,South,Office Supplies,Stapler,7,15.91,0.0,111.37,77.33,34.04,0.30564784053156147,2024,8,Aug,2024-08
2194,2024-04-07,C1133,East,Furniture,Table Lamp,5,53.02,0.15,225.34,183.07,42.27,0.18758320759740837,2024,4,Apr,2024-04
2195,2024-02-21,C1559,East,Furniture,Bookshelf,7,140.47,0.1,884.96,783.9,101.06,0.1141972518531911,2024,2,Feb,2024-02
2196,2024-09-02,C1198,North,Furniture,Table Lamp,2,58.24,0.0,116.48,72.67,43.81,0.37611607142857145,2024,9,Sep,2024-09
2197,2024-08-30,C1435,North,Furniture,Bookshelf,5,137.96,0.1,620.82,548.98,71.84,0.11571792145871589,2024,8,Aug,2024-08
2198,2024-08-20,C1466,East,Office Supplies,Stapler,6,14.56,0.05,82.99,66.48,16.51,0.19893963128087724,2024,8,Aug,2024-08
2199,2024-03-17,C1394,South,Office Supplies,Printer Paper,3,12.95,0.15,33.02,28.58,4.44,0.13446396123561477,2024,3,Mar,2024-03
2200,2024-10-10,C1023,East,Furniture,Desk,3,255.67,0.15,651.96,502.74,149.22,0.2288790723357261,2024,10,Oct,2024-10
2201,2025-10-18,C1163,North,Furniture,Table Lamp,6,53.49,0.1,288.85,233.37,55.48,0.19207200969361257,2025,10,Oct,2025-10
2202,2024-03-21,C1487,Central,Office Supplies,Stapler,5,13.78,0.05,65.45,49.87,15.58,0.23804430863254392,2024,3,Mar,2024-03
2203,2024-09-22,C1558,South,Electronics,Smartphone,1,488.13,0.05,463.72,290.93,172.79,0.3726170965237643,2024,9,Sep,2024-09
2204,2024-11-11,C1445,East,Accessories,USB Hub,1,30.31,0.0,30.31,24.45,5.86,0.1933355328274497,2024,11,Nov,2024-11
2205,2025-07-23,C1419,Central,Furniture,Office Chair,1,173.95,0.0,173.95,103.49,70.46,0.4050589249784421,2025,7,Jul,2025-07
